player,team,number,position,height,weight,last_attended,country,birthdate,experience,draft,profile_url,is_active,is_free_agent,is_retired,headshot_url,legacy
Charles Smith,,,Forward,6-1,160,Georgetown,USA,1967-11-29T00:00:00,3 Years,Undrafted #Undrafted,https://www.nba.com/player/78179/HISTADD-charles-e-smith,False,False,True,,True
Chris Smith,,3,Guard,6-3,190,Connecticut,USA,"May 17, 1970",3 Years,1992 R2 Pick 34,https://www.nba.com/player/1814/chris-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1814.png,False
Chris Smith,,,Guard,6-2,200,Louisville,USA,"October 13, 1987",1 Year,Undrafted,https://www.nba.com/player/203147/chris-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203147.png,False
Clinton Smith,,22,Forward,6-6,210,Cleveland State,USA,1964-01-19T00:00:00,2 Years,1986 #97,https://www.nba.com/player/78181/HISTADD-clinton-smith,False,False,True,,True
Craig Smith,,83,Forward,6-7,265,Boston College,USA,"November 10, 1983",6 Years,2006 R2 Pick 36,https://www.nba.com/player/200783/craig-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200783.png,False
Deb Smith,,,Forward,6-3,180,Utah,USA,1920-01-07T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78182/HISTADD-deb-smith,False,False,True,,True
Derek Smith,,43,Guard,6-6,205,Louisville,USA,1961-11-01T00:00:00,9 Years,1982 #35,https://www.nba.com/player/78183/HISTADD-derek-smith,False,False,True,,True
Don Smith,,10,Guard,6-0,160,Dayton,USA,1951-10-10T00:00:00,1 Years,1974 #19,https://www.nba.com/player/78184/HISTADD-don-smith,False,False,True,,True
Donald Smith,,,Forward,6-2,190,Minnesota,USA,1920-07-27,1 Years,1947,https://www.nba.com/player/78185/HISTADD-des-smith,False,False,True,,True
Donta Smith,,15,Guard,6-7,215,Southeastern Illinois,USA,"November 27, 1983",2 Years,2004 R2 Pick 34,https://www.nba.com/player/2764/donta-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2764.png,False
Doug Smith,,34,Forward,6-10,220,Missouri,USA,"September 17, 1969",5 Years,1991 R1 Pick 6,https://www.nba.com/player/475/doug-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/475.png,False
Dru Smith,MIA,12,Guard,6-2,203,Missouri,USA,"December 30, 1997",2 Years,Undrafted,https://www.nba.com/player/1630696/dru-smith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ed Smith,,14,Forward,6-6,180,Harvard,USA,1929-07-05T00:00:00,1 Years,1951 #6,https://www.nba.com/player/78187/HISTADD-ed-smith,False,False,True,,True
Elmore Smith,,3,Center,7-1,250,Kentucky State,USA,1949-05-09T00:00:00,8 Years,1971 #3,https://www.nba.com/player/78188/HISTADD-elmore-smith,False,False,True,,True
Garfield Smith,,33,Center,6-9,235,Eastern Kentucky,USA,1945-11-18T00:00:00,2 Years,1968 #32,https://www.nba.com/player/78189/HISTADD-garfield-smith,False,False,True,,True
Greg Smith,,4,Forward,6-5,195,Western Kentucky,USA,1947-01-28T00:00:00,8 Years,1968 #50,https://www.nba.com/player/78190/HISTADD-greg-smith,False,False,True,,True
Greg Smith,,4,Center,6-10,250,Fresno State,USA,"January 8, 1991",6 Years,Undrafted,https://www.nba.com/player/202962/greg-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202962.png,False
Ish Smith,,,Guard,6-0,175,Wake Forest,USA,"July 5, 1988",14 Years,Undrafted,https://www.nba.com/player/202397/ish-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202397.png,False
JR Smith,,21,Guard,6-6,220,No College,USA,"September 9, 1985",17 Years,2004 R1 Pick 18,https://www.nba.com/player/2747/jr-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2747.png,False
Jabari Smith,,55,Center,6-11,250,Louisiana State,USA,"February 12, 1977",5 Years,2000 R2 Pick 45,https://www.nba.com/player/2074/jabari-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2074.png,False
Jalen Smith,CHI,7,Forward-Center,6-9,215,Maryland,USA,"March 16, 2000",4 Years,2020 R1 Pick 10,https://www.nba.com/player/1630188/jalen-smith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jason Smith,,,Forward-Center,7-0,240,Colorado State,USA,"March 2, 1986",11 Years,2007 R1 Pick 20,https://www.nba.com/player/201160/jason-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201160.png,False
Jerry Smith,,,Guard,6-2,190,Louisville,USA,"September 26, 1987",1 Year,1963 R2 Pick 12,https://www.nba.com/player/202536/jerry-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202536.png,False
Jim Smith,,32,Forward,6-9,225,Ohio State,USA,1958-04-12T00:00:00,2 Years,1981 #54,https://www.nba.com/player/78191/HISTADD-jim-smith,False,False,True,,True
Joe Smith,,1,Forward-Center,6-10,225,Maryland,USA,"July 26, 1975",17 Years,1995 R1 Pick 1,https://www.nba.com/player/693/joe-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/693.png,False
Josh Smith,,,Forward,6-9,225,Oak Hill Academy (VA),USA,"December 5, 1985",13 Years,2004 R1 Pick 17,https://www.nba.com/player/2746/josh-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2746.png,False
Keith Smith,,11,Guard,6-3,180,Loyola-Marymount,USA,1964-03-09T00:00:00,1 Years,1986 #45,https://www.nba.com/player/78192/HISTADD-keith-smith,False,False,True,,True
Kenny Smith,,30,Guard,6-3,170,North Carolina,USA,"March 8, 1965",10 Years,1987 R1 Pick 6,https://www.nba.com/player/181/kenny-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/181.png,False
Labradford Smith,,34,Forward,6-3,200,Louisville,USA,1969-04-03T00:00:00,3 Years,1991 #19,https://www.nba.com/player/78194/HISTADD-labradford-smith,False,False,True,,True
Larry Smith,,2,Forward,6-8,215,Alcorn State,USA,1958-01-18T00:00:00,13 Years,1980 #24,https://www.nba.com/player/78195/HISTADD-larry-smith,False,False,True,,True
Leon Smith,,35,Forward,6-10,235,Martin Luther King HS (IL),USA,"November 2, 1980",3 Years,1999 R1 Pick 29,https://www.nba.com/player/1910/leon-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1910.png,False
Michael Smith,,34,Forward,6-8,240,Providence,USA,"March 28, 1972",8 Years,1994 R2 Pick 35,https://www.nba.com/player/63/michael-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/63.png,False
Michael Smith,,,Guard,6-10,225,Brigham Young,USA,1965-05-19T00:00:00,3 Years,1989 #13,https://www.nba.com/player/78197/HISTADD-michael-smith,False,False,True,,True
Mike Smith,,40,Forward,6-8,195,Louisiana-Monroe,USA,"April 15, 1976",2 Years,2000 R2 Pick 35,https://www.nba.com/player/2065/mike-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2065.png,False
Nolan Smith,,4,Guard,6-2,185,Duke,USA,"July 25, 1988",3 Years,2011 R1 Pick 21,https://www.nba.com/player/202701/nolan-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202701.png,False
Otis Smith,,32,Forward,6-5,210,Jacksonville,USA,1964-01-30T00:00:00,6 Years,1986 #41,https://www.nba.com/player/78198/HISTADD-otis-smith,False,False,True,,True
Phil Smith,,20,Guard,6-4,185,San Francisco,USA,1952-04-22T00:00:00,9 Years,1974 #29,https://www.nba.com/player/78199/HISTADD-phil-smith,False,False,True,,True
Randy Smith,,7,Guard,6-3,180,Buffalo State,USA,1948-12-12T00:00:00,12 Years,1971 #104,https://www.nba.com/player/78200/HISTADD-randy-smith,False,False,True,,True
Reggie Smith,,54,Forward,6-10,240,TCU,USA,1970-08-21T00:00:00,2 Years,1992 #31,https://www.nba.com/player/78201/HISTADD-reggie-smith,False,False,True,,True
Robert Smith,,10,Guard,5-11,165,UNLV,USA,1955-03-10T00:00:00,7 Years,1977 #65,https://www.nba.com/player/78204/HISTADD-robert-smith,False,False,True,,True
Russ Smith,,,Guard,6-0,165,Louisville,USA,"April 19, 1991",2 Years,2014 R2 Pick 47,https://www.nba.com/player/203893/russ-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203893.png,False
Sammy Smith,,28,Forward,6-4,200,UNLV,USA,1955-01-08T00:00:00,2 Years,1977 #48,https://www.nba.com/player/78205/HISTADD-sam-smith,False,False,True,,True
Steven Smith,,8,Guard-Forward,6-8,221,Michigan State,USA,"March 31, 1969",15 Years,1991 R1 Pick 5,https://www.nba.com/player/120/steven-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/120.png,False
Steven Smith,,,Forward,6-9,250,La Salle,USA,"April 12, 1983",2 Years,Undrafted,https://www.nba.com/player/200848/steven-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200848.png,False
Stevin Smith,,1,Guard,6-2,208,Arizona State,USA,"January 24, 1972",1 Year,Undrafted,https://www.nba.com/player/1478/stevin-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1478.png,False
Terquavion Smith,,23,Guard,6-4,160,North Carolina State,USA,"December 31, 2002",2 Years,Undrafted,https://www.nba.com/player/1631173/terquavion-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631173.png,False
Theron Smith,,,Forward,6-8,225,Ball State,USA,"October 3, 1980",3 Years,Undrafted,https://www.nba.com/player/2604/theron-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2604.png,False
Tolu Smith,DET,35,Forward,6-11,,Mississippi State,USA,"July 26, 2000",Rookie,Undrafted,https://www.nba.com/player/1642449/tolu-smith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1642449.png,False
Tony Smith,,,Guard,,,Marquette,USA,"June 14, 1968",9 Years,1990 R2 Pick 51,https://www.nba.com/player/380/tony-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/380.png,False
Tyler Smith,MIL,21,Forward,6-9,224,NBA G League Ignite,USA,"November 2, 2004",Rookie,2024 R2 Pick 33,https://www.nba.com/player/1641890/tmp-tyler-smith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Willie Smith,,11,Guard,6-2,170,Missouri,USA,1953-10-26T00:00:00,4 Years,1976 #18,https://www.nba.com/player/78208/HISTADD-willie-smith,False,False,True,,True
Zhaire Smith,,5,Guard,6-3,205,Texas Tech,USA,"June 4, 1999",3 Years,2018 R1 Pick 16,https://www.nba.com/player/1629015/zhaire-smith,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dennis Smith Jr.,,4,Guard,6-3,205,North Carolina State,USA,"November 25, 1997",8 Years,2017 R1 Pick 9,https://www.nba.com/player/1628372/dennis-smith-jr,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628372.png,False
Jabari Smith Jr.,HOU,10,Forward,6-10,220,Auburn,USA,"May 13, 2003",2 Years,2022 R1 Pick 3,https://www.nba.com/player/1631095/jabari-smith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Nick Smith Jr.,CHA,8,Guard,6-2,185,Arkansas,USA,"April 18, 2004",1 Year,2023 R1 Pick 27,https://www.nba.com/player/1641733/nick-smith-jr,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Rik Smits,,45,Center,7-4,265,Marist,USA,"August 23, 1966",12 Years,1988 R1 Pick 2,https://www.nba.com/player/22/rik-smits,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/22.png,False
Mike Smrek,,55,Center,7-0,250,Canisius,USA,"August 31, 1962",7 Years,1985 R2 Pick 25,https://www.nba.com/player/1091/mike-smrek,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1091.png,False
Joe Smyth,,,Forward,6-3,215,Niagara,USA,1929-05-22,1 Years,1953,https://www.nba.com/player/78212/HISTADD-joe-smyth,False,False,True,,True
Xavier Sneed,,19,Forward,6-5,215,Kansas State,USA,"December 21, 1997",3 Years,Undrafted,https://www.nba.com/player/1630270/xavier-sneed,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630270.png,False
Tony Snell,,21,Guard,6-6,213,New Mexico,USA,"November 10, 1991",10 Years,2013 R1 Pick 20,https://www.nba.com/player/203503/tony-snell,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203503.png,False
Eric Snow,,20,Guard,6-3,205,Michigan State,USA,"April 24, 1973",14 Years,1995 R2 Pick 43,https://www.nba.com/player/727/eric-snow,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/727.png,False
Dick Snyder,,11,Guard,6-5,207,Davidson,USA,1944-02-01T00:00:00,13 Years,1966 #14,https://www.nba.com/player/78213/HISTADD-dick-snyder,False,False,True,,True
Kirk Snyder,,30,Forward-Guard,6-6,225,Nevada,USA,"June 5, 1983",5 Years,2004 R1 Pick 16,https://www.nba.com/player/2745/kirk-snyder,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2745.png,False
George Sobek,,,Guard,6-0,180,Notre Dame,USA,1920-02-10T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78214/HISTADD-chips-sobek,False,False,True,,True
Ricky Sobers,,14,Guard,6-3,198,UNLV,USA,1953-01-15T00:00:00,11 Years,1975 #16,https://www.nba.com/player/78215/HISTADD-ricky-sobers,False,False,True,,True
Ron Sobie,,17,Guard,6-3,185,DePaul,USA,1934-09-21T00:00:00,4 Years,1956 #6,https://www.nba.com/player/78216/HISTADD-ron-sobie,False,False,True,,True
Jeremy Sochan,SAS,10,Forward,6-8,230,Baylor,Poland,"May 20, 2003",2 Years,2022 R1 Pick 9,https://www.nba.com/player/1631110/jeremy-sochan,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Mike Sojourner,,40,Center,6-9,225,Utah,USA,1953-10-16T00:00:00,3 Years,1974 #10,https://www.nba.com/player/78217/HISTADD-mike-sojourner,False,False,True,,True
Will Solomon,,,Guard,6-1,185,Clemson,USA,"July 20, 1978",2 Years,2001 R2 Pick 32,https://www.nba.com/player/2226/will-solomon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2226.png,False
Willie Somerset,,24,Guard,5-8,170,Duquesne,USA,1942-03-17T00:00:00,1 Years,1965 #56,https://www.nba.com/player/78219/HISTADD-willie-somerset,False,False,True,,True
Darius Songaila,,25,Forward,6-9,248,Wake Forest,Lithuania,"February 14, 1978",9 Years,2002 R2 Pick 49,https://www.nba.com/player/2443/darius-songaila,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2443.png,False
Dave Sorenson,,35,Forward,6-8,225,Ohio State,USA,1948-07-08T00:00:00,3 Years,1970 #26,https://www.nba.com/player/78220/HISTADD-sunshine-sorenson,False,False,True,,True
James Southerland,,31,Forward,6-8,215,Syracuse,USA,"April 28, 1990",1 Year,Undrafted,https://www.nba.com/player/203480/james-southerland,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203480.png,False
Gino Sovran,,,Forward,6-2,175,Detroit,USA,1924-12-17T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78221/HISTADD-gino-sovran,False,False,True,,True
Pape Sow,,9,Forward,6-10,250,California State-Fullerton,Senegal,"November 22, 1981",4 Years,2004 R2 Pick 47,https://www.nba.com/player/2776/pape-sow,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2776.png,False
Ray Spalding,,,Forward,6-9,225,Louisville,USA,"March 11, 1997",2 Years,2018 R2 Pick 56,https://www.nba.com/player/1629034/ray-spalding,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629034.png,False
Jim Spanarkel,,34,Guard,6-5,190,Duke,USA,1957-06-28T00:00:00,5 Years,1979 #16,https://www.nba.com/player/78222/HISTADD-jim-spanarkel,False,False,True,,True
Vassilis Spanoulis,,10,Guard,6-4,195,Panathinaikos,Greece,"August 2, 1982",1 Year,2004 R2 Pick 50,https://www.nba.com/player/2779/vassilis-spanoulis,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2779.png,False
Guy Sparrow,,16,Forward,6-6,218,Detroit,USA,1932-11-02T00:00:00,3 Years,1955 #19,https://www.nba.com/player/78223/HISTADD-guy-sparrow,False,False,True,,True
Rory Sparrow,,2,Guard,6-2,175,Villanova,USA,1958-06-12T00:00:00,12 Years,1980 #75,https://www.nba.com/player/600009/HISTADD-rory-sparrow,False,False,True,,True
Odie Spears,,15,Forward,6-5,205,Western Kentucky,USA,1925-06-26,8 Years,1948,https://www.nba.com/player/78225/HISTADD-odie-spears,False,False,True,,True
Art Spector,,12,Forward,6-4,200,Villanova,USA,1920-10-17T00:00:00,4 Years,Undrafted #Undrafted,https://www.nba.com/player/78226/HISTADD-speed-spector,False,False,True,,True
Marreese Speights,,5,Forward-Center,6-10,255,Florida,USA,"August 4, 1987",11 Years,2008 R1 Pick 16,https://www.nba.com/player/201578/marreese-speights,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201578.png,False
Omari Spellman,,14,Forward,6-8,245,Villanova,USA,"July 21, 1997",3 Years,2018 R1 Pick 30,https://www.nba.com/player/1629016/omari-spellman,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629016.png,False
Andre Spencer,,20,Forward,6-6,210,Northern Arizona,USA,1964-07-20T00:00:00,2 Years,Undrafted #Undrafted,https://www.nba.com/player/78227/HISTADD-andre-spencer,False,False,True,,True
Cam Spencer,MEM,24,Guard,6-4,205,Connecticut,USA,"April 6, 2000",Rookie,2024 R2 Pick 53,https://www.nba.com/player/1642285/cam-spencer,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Elmore Spencer,,,Center,7-0,270,UNLV,USA,"December 6, 1969",5 Years,1992 R1 Pick 25,https://www.nba.com/player/771/elmore-spencer,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/771.png,False
Felton Spencer,,50,Center,7-0,290,Louisville,USA,"January 5, 1968",12 Years,1990 R1 Pick 6,https://www.nba.com/player/280/felton-spencer,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/280.png,False
Pat Spencer,GSW,61,Guard,6-3,205,Northwestern,USA,"July 4, 1996",1 Year,Undrafted,https://www.nba.com/player/1630311/pat-spencer,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Lou Spicer,,,Forward,6-2,195,Syracuse,USA,1922-11-12T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78230/HISTADD-lou-spicer,False,False,True,,True
Craig Spitzer,,17,Center,7-0,225,Tulane,USA,1945-12-18T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78231/HISTADD-craig-spitzer,False,False,True,,True
Tiago Splitter,,47,Center-Forward,6-11,245,Bilbao,Brazil,"January 1, 1985",8 Years,2007 R1 Pick 28,https://www.nba.com/player/201168/tiago-splitter,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201168.png,False
Art Spoelstra,,27,Center,6-9,220,Western Kentucky,USA,1932-09-11T00:00:00,4 Years,1954 #34,https://www.nba.com/player/78232/HISTADD-art-spoelstra,False,False,True,,True
Latrell Sprewell,,8,Guard,6-5,195,Alabama,USA,"September 8, 1970",14 Years,1992 R1 Pick 24,https://www.nba.com/player/84/latrell-sprewell,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/84.png,False
Larry Spriggs,,35,Forward,6-7,230,Howard,USA,1959-09-08T00:00:00,5 Years,1981 #81,https://www.nba.com/player/78233/HISTADD-larry-spriggs,False,False,True,,True
Jaden Springer,UTA,11,Guard,6-4,202,Tennessee,USA,"September 25, 2002",3 Years,2021 R1 Pick 28,https://www.nba.com/player/1630531/jaden-springer,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jim Springer,,,Center,6-9,235,Canterbury,USA,1926-06-17,1 Years,1956,https://www.nba.com/player/78234/HISTADD-jim-springer,False,False,True,,True
Jim Spruill,,,Forward,6-2,225,Rice,USA,1923-02-26T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/78235/HISTADD-jim-spruill,False,False,True,,True
Ryan Stack,,,Forward,6-11,215,South Carolina,USA,"July 24, 1975",2 Years,1998 R2 Pick 48,https://www.nba.com/player/1756/ryan-stack,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1756.png,False
Jerry Stackhouse,,42,Forward,6-6,218,North Carolina,USA,"November 5, 1974",19 Years,1995 R1 Pick 3,https://www.nba.com/player/711/jerry-stackhouse,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/711.png,False
